i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
9098-001-99,2020-21,Nan,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.386294361
9099-001-99,2020-21,Nan,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1.791759469
9100-001-99,2020-21,Nan,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.098612289
9101-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806
9102-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1.098612289
9103-001-99,2020-21,Nan,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1.386294361
9108-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
9109-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9110-001-99,2020-21,Nan,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6931471806
9111-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9112-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6931471806
9113-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9114-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9115-001-99,2020-21,Nan,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
9120-001-99,2020-21,Nan,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1.386294361
9121-001-99,2020-21,Nan,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1.791759469
9122-001-99,2020-21,Nan,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
9123-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9124-001-99,2020-21,Nan,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1.609437912
9125-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
9126-001-99,2020-21,Nan,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1.386294361
9127-001-99,2020-21,Nan,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1.609437912
9132-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9133-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
9134-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806
9135-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9136-001-99,2020-21,Nan,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
9137-001-99,2020-21,Nan,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912
9138-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9139-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1.386294361
9144-001-99,2020-21,Nan,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1.386294361
9145-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
9146-001-99,2020-21,Nan,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1.386294361
9147-001-99,2020-21,Nan,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.386294361
9148-001-99,2020-21,Nan,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.098612289
9149-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
9150-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9151-001-99,2020-21,Nan,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1.386294361
9156-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9157-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9158-001-99,2020-21,Nan,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1.609437912
9159-001-99,2020-21,Nan,1,1,1,0,0,0,0,0,0,0,2,1,0,0,1.791759469
9160-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
9161-001-99,2020-21,Nan,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
9162-001-99,2020-21,Nan,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
9163-001-99,2020-21,Nan,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1.609437912
9168-001-99,2020-21,Nan,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1.386294361
9169-001-99,2020-21,Nan,1,1,1,0,0,1,0,1,0,1,1,1,0,0,2.079441542
9170-001-99,2020-21,Nan,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1.609437912
9171-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9172-001-99,2020-21,Nan,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6931471806
9173-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.098612289
9174-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9175-001-99,2020-21,Nan,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
9181-001-99,2020-21,Nan,0,0,2,1,0,1,0,0,0,0,0,1,1,1,1.945910149
9182-001-99,2020-21,Nan,0,0,1,0,0,0,0,0,1,0,0,2,1,1,1.791759469
9183-001-99,2020-21,Nan,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1.791759469
9184-001-99,2020-21,Nan,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
9187-001-99,2020-21,Nan,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361
9188-001-99,2020-21,Nan,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1.609437912
9189-001-99,2020-21,Nan,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1.386294361
9191-001-99,2020-21,Nan,0,1,0,0,0,0,0,0,0,2,1,0,0,1,1.609437912
9192-001-99,2020-21,Nan,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1.386294361
9193-001-99,2020-21,Nan,0,0,0,0,2,0,0,0,0,0,0,2,1,1,1.791759469
9194-001-99,2020-21,Nan,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1.609437912
9195-001-99,2020-21,Nan,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1.386294361
9196-001-99,2020-21,Nan,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
9197-001-99,2020-21,Nan,1,0,3,0,1,1,2,1,0,1,1,1,0,1,2.564949357
9198-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806
9199-001-99,2020-21,Nan,0,0,0,0,1,0,2,0,0,1,1,1,0,0,1.791759469
9200-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9204-001-99,2020-21,Nan,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1.098612289
9205-001-99,2020-21,Nan,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1.098612289
9206-001-99,2020-21,Nan,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
9207-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806
9208-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9209-001-99,2020-21,Nan,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6931471806
9210-001-99,2020-21,Nan,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1.098612289
9211-001-99,2020-21,Nan,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.098612289
9216-001-99,2020-21,Nan,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1.386294361
9217-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9218-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
9219-001-99,2020-21,Nan,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
9220-001-99,2020-21,Nan,0,0,1,0,1,0,0,0,0,0,1,1,0,2,1.791759469
9221-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
9222-001-99,2020-21,Nan,0,0,0,0,1,1,0,3,3,1,0,0,1,1,2.397895273
9223-001-99,2020-21,Nan,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
9228-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9229-001-99,2020-21,Nan,0,0,0,2,0,0,0,0,2,1,1,1,1,1,2.197224577
9230-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9231-001-99,2020-21,Nan,1,1,0,0,0,0,2,1,0,1,0,1,1,0,2.079441542
9232-001-99,2020-21,Nan,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6931471806
9233-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9234-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9235-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9240-001-99,2020-21,Nan,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
9241-001-99,2020-21,Nan,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
9243-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
9244-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806
9246-001-99,2020-21,Nan,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1.609437912
9247-001-99,2020-21,Nan,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1.098612289
9248-001-99,2020-21,Nan,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1.386294361
9250-001-99,2020-21,Nan,0,1,0,2,0,0,0,1,0,0,0,1,0,1,1.791759469
9252-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
9254-001-99,2020-21,Nan,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1.791759469
9256-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9258-001-99,2020-21,Nan,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1.609437912
9259-001-99,2020-21,Nan,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361
9260-001-99,2020-21,Nan,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1.791759469
9261-001-99,2020-21,Nan,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1.609437912
9262-001-99,2020-21,Nan,1,0,1,0,0,2,0,1,0,0,1,1,0,0,1.945910149
9264-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
9265-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9266-001-99,2020-21,Nan,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
9267-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
9268-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9269-001-99,2020-21,Nan,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1.791759469
9270-001-99,2020-21,Nan,0,0,0,1,2,0,0,1,0,0,1,1,0,0,1.791759469
9271-001-99,2020-21,Nan,0,1,1,0,0,2,0,0,0,0,1,1,0,0,1.791759469
9276-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9277-001-99,2020-21,Nan,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1.609437912
9278-001-99,2020-21,Nan,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6931471806
9279-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
9280-001-99,2020-21,Nan,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1.609437912
9281-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6931471806
9282-001-99,2020-21,Nan,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1.386294361
9283-001-99,2020-21,Nan,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1.609437912
9288-001-99,2020-21,Nan,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1.386294361
9289-001-99,2020-21,Nan,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1.386294361
9290-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
9291-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9292-001-99,2020-21,Nan,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.098612289
9293-001-99,2020-21,Nan,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1.791759469
9294-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9295-001-99,2020-21,Nan,0,0,0,0,1,0,0,1,0,2,1,1,0,0,1.791759469
9300-001-99,2020-21,Nan,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1.609437912
9301-001-99,2020-21,Nan,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6931471806
9302-001-99,2020-21,Nan,0,0,0,1,1,0,1,0,0,1,2,1,0,0,1.945910149
9303-001-99,2020-21,Nan,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1.791759469
9304-001-99,2020-21,Nan,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1.386294361
9305-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471806
9306-001-99,2020-21,Nan,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.386294361
9307-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
9312-001-99,2020-21,Nan,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1.791759469
9313-001-99,2020-21,Nan,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1.609437912
9314-001-99,2020-21,Nan,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
9315-001-99,2020-21,Nan,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
9316-001-99,2020-21,Nan,0,1,2,0,0,0,1,1,0,0,1,1,0,0,1.945910149
9317-001-99,2020-21,Nan,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1.609437912
9318-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.098612289
9319-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9324-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
9325-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
9326-001-99,2020-21,Nan,0,0,0,1,0,0,1,1,0,0,0,0,1,2,1.791759469
9327-001-99,2020-21,Nan,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1.609437912
9328-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9329-001-99,2020-21,Nan,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1.791759469
9330-001-99,2020-21,Nan,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1.609437912
9331-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9336-001-99,2020-21,Nan,1,0,2,0,2,0,0,1,0,0,1,1,1,1,2.302585093
9337-001-99,2020-21,Nan,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1.386294361
9338-001-99,2020-21,Nan,0,0,0,1,0,2,1,1,0,1,1,1,0,0,2.079441542
9339-001-99,2020-21,Nan,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1.098612289
9340-001-99,2020-21,Nan,2,0,1,2,0,0,1,0,1,2,1,0,1,0,2.397895273
9341-001-99,2020-21,Nan,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1.386294361
9342-001-99,2020-21,Nan,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1.609437912
9344-001-99,2020-21,Nan,1,0,0,0,1,1,0,0,0,1,2,2,0,1,2.197224577
9348-001-99,2020-21,Nan,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
9349-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
9350-001-99,2020-21,Nan,0,1,1,1,0,2,0,2,0,0,1,3,0,1,2.48490665
9351-001-99,2020-21,Nan,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1.386294361
9352-001-99,2020-21,Nan,0,0,0,1,0,0,0,2,0,1,0,1,1,0,1.791759469
9353-001-99,2020-21,Nan,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1.609437912
9354-001-99,2020-21,Nan,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
9355-001-99,2020-21,Nan,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471806
9360-001-99,2020-21,Nan,1,0,0,2,1,0,0,0,0,0,1,1,0,0,1.791759469
9361-001-99,2020-21,Nan,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
9362-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9363-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
9364-001-99,2020-21,Nan,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912
9365-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9366-001-99,2020-21,Nan,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289
9367-001-99,2020-21,Nan,0,0,2,0,0,0,0,1,0,3,0,0,1,0,1.945910149
9372-001-99,2020-21,Nan,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1.791759469
9373-001-99,2020-21,Nan,1,0,1,0,1,1,2,0,0,0,1,1,0,0,2.079441542
9374-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9375-001-99,2020-21,Nan,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1.609437912
9376-001-99,2020-21,Nan,0,0,0,0,0,1,0,2,0,1,1,0,0,0,1.609437912
9377-001-99,2020-21,Nan,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1.791759469
9378-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1.098612289
9379-001-99,2020-21,Nan,1,1,0,0,0,0,0,0,0,2,1,0,0,1,1.791759469
9384-001-99,2020-21,Nan,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1.791759469
9385-001-99,2020-21,Nan,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1.945910149
9386-001-99,2020-21,Nan,1,0,0,1,2,3,1,2,0,0,0,0,0,1,2.397895273
9387-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
9388-001-99,2020-21,Nan,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
9389-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9390-001-99,2020-21,Nan,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471806
9391-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
9396-001-99,2020-21,Nan,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1.098612289
9397-001-99,2020-21,Nan,1,0,0,2,1,0,0,0,0,0,1,1,0,0,1.791759469
9398-001-99,2020-21,Nan,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1.609437912
9399-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
9400-001-99,2020-21,Nan,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
9401-001-99,2020-21,Nan,0,0,1,0,0,2,1,0,0,0,1,1,0,0,1.791759469
9402-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9403-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9408-001-99,2020-21,Nan,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6931471806
9409-001-99,2020-21,Nan,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
9410-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806
9411-001-99,2020-21,Nan,0,1,0,1,0,1,0,0,2,1,0,1,0,1,2.079441542
9412-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
9413-001-99,2020-21,Nan,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6931471806
9414-001-99,2020-21,Nan,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1.945910149
9415-001-99,2020-21,Nan,0,0,0,1,0,2,1,0,1,0,1,1,0,0,1.945910149
9420-001-99,2020-21,Nan,1,1,0,1,0,0,0,0,0,2,1,0,0,1,1.945910149
9421-001-99,2020-21,Nan,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1.609437912
9422-001-99,2020-21,Nan,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
9423-001-99,2020-21,Nan,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1.791759469
9424-001-99,2020-21,Nan,0,0,0,0,2,0,1,0,1,0,0,1,0,1,1.791759469
9425-001-99,2020-21,Nan,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1.098612289
9426-001-99,2020-21,Nan,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1.386294361
9427-001-99,2020-21,Nan,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361
9432-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
9433-001-99,2020-21,Nan,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
9434-001-99,2020-21,Nan,1,1,0,1,0,0,0,1,2,0,1,1,0,0,2.079441542
9435-001-99,2020-21,Nan,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1.609437912
9436-001-99,2020-21,Nan,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1.386294361
9437-001-99,2020-21,Nan,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1.609437912
9438-001-99,2020-21,Nan,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
9439-001-99,2020-21,Nan,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
9444-001-99,2020-21,Nan,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
9445-001-99,2020-21,Nan,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912
9446-001-99,2020-21,Nan,0,0,1,0,0,2,0,0,1,1,0,1,0,0,1.791759469
9447-001-99,2020-21,Nan,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1.945910149
9448-001-99,2020-21,Nan,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1.609437912
9449-001-99,2020-21,Nan,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
9450-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
9451-001-99,2020-21,Nan,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
9456-001-99,2020-21,Nan,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
9457-001-99,2020-21,Nan,0,0,0,0,1,0,1,1,0,0,0,2,0,0,1.609437912
9458-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
9459-001-99,2020-21,Nan,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1.609437912
9460-001-99,2020-21,Nan,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1.386294361
9461-001-99,2020-21,Nan,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806
9462-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9463-001-99,2020-21,Nan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6931471806
9468-001-99,2020-21,Nan,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1.609437912
9469-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9470-001-99,2020-21,Nan,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
9471-001-99,2020-21,Nan,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1.386294361
9472-001-99,2020-21,Nan,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1.791759469
9473-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
9474-001-99,2020-21,Nan,0,0,1,0,0,1,2,0,0,0,1,1,0,0,1.791759469
9475-001-99,2020-21,Nan,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1.609437912
9480-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
9481-001-99,2020-21,Nan,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1.386294361
9482-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.098612289
9483-001-99,2020-21,Nan,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1.386294361
9484-001-99,2020-21,Nan,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1.609437912
9485-001-99,2020-21,Nan,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1.386294361
9486-001-99,2020-21,Nan,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1.609437912
9487-001-99,2020-21,Nan,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1.609437912
9492-001-99,2020-21,Nan,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.6931471806
9493-001-99,2020-21,Nan,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
9494-001-99,2020-21,Nan,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1.098612289
9495-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9496-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
9497-001-99,2020-21,Nan,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
9498-001-99,2020-21,Nan,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1.791759469
9499-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
9504-001-99,2020-21,Nan,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1.791759469
9505-001-99,2020-21,Nan,0,0,2,0,0,0,0,0,2,0,0,0,1,1,1.791759469
9506-001-99,2020-21,Nan,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289
9507-001-99,2020-21,Nan,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1.609437912
9508-001-99,2020-21,Nan,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1.098612289
9509-001-99,2020-21,Nan,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1.609437912
9510-001-99,2020-21,Nan,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
9511-001-99,2020-21,Nan,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1.386294361
